npc_id,npc_name,zone,tameable,family,level,wowhead_url,tamingskillname1,tamingskilldesc1,tamingskillname2,tamingskilldesc2,notes,appearance
229647,Cranky Bombling,Zuldazar,Can be tamed,Crab,80,https://www.wowhead.com/npc=229647,,,,,"Located in Kaja'Coast, Zuldazar.",https://www.wow-petopia.com/images/skin_pix/crabbomb_purple-black.jpg; https://www.wow-petopia.com/images/skin_pix/crabbomb_purple-red.jpg
229650,Resourceful Bombshell,Zuldazar,Can be tamed,Crab,80,https://www.wowhead.com/npc=229650,,,,,"Located in Kaja'Coast, Zuldazar.",https://www.wow-petopia.com/images/skin_pix/crabbomb_purple-black.jpg; https://www.wow-petopia.com/images/skin_pix/crabbomb_purple-red.jpg
239207,Crusty Litterpicker,Undermine,Can be tamed,Crab,80,https://www.wowhead.com/npc=239207,,,,,"Located in Bilgewater Flats, Undermine. Found in a sewer in Bilgewater Flats. The entrance is an openable sewer lid at coordinates 40.5, 28.6.",https://www.wow-petopia.com/images/skin_pix/crabcave_white-black.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_white-white.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_black-black.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_black-white.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_white-red.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_black-red.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_white-purple.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_black-purple.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_white-green.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_black-green.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_white-blue.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_black-blue.jpg
239210,Fluorescent Trashpicker,Undermine,Can be tamed,Crab,80,https://www.wowhead.com/npc=239210,,,,,"Located in Hovel Hill, Undermine. Found in a sewer near the center of Hovel Hill. The entrance is an openable sewer lid at coordinates 36.0, 37.4.",https://www.wow-petopia.com/images/skin_pix/crabcave_green-black.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_green-white.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_purple-red.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_blue-black.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_blue-white.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_green-red.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_purple-purple.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_blue-red.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_green-purple.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_purple-green.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_blue-purple.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_green-green.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_purple-blue.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_blue-green.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_green-blue.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_purple-black.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_purple-white.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_blue-blue.jpg
239229,Rusty Trashnester,Undermine,Can be tamed,Crab,80,https://www.wowhead.com/npc=239229,,,,,"Located in The Vatworks, Undermine. Found in a sewer in the north-eastern edge of The Vatworks. The entrance is an openable sewer lid at coordinates 33.8, 57.5.",https://www.wow-petopia.com/images/skin_pix/crabcave_red-black.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_red-white.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_red-red.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_red-purple.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_red-green.jpg; https://www.wow-petopia.com/images/skin_pix/crabcave_red-blue.jpg
152463,Chitterspine Deeplurker,Nazjatar,Can be tamed,Crab,50 Elite,https://www.wowhead.com/npc=152463,,,,,"Located in Chitterspine Grotto & Deepcoil Tunnels, Nazjatar. A number may be found in the caverns of Chitterspine Grotto in north-west Nazjatar. One is also located in an underwater cave at the base of a waterfall in Deepcoil Tunnels.",https://www.wow-petopia.com/images/skin_pix/spidercrab_blackblue.jpg; https://www.wow-petopia.com/images/skin_pix/spidercrab_purple.jpg
153814,Chitterspine Guillotine,Nazjatar,Can be tamed,Crab,50 Elite,https://www.wowhead.com/npc=153814,,,,,"Located in Brinestone Cove, Nazjatar.",https://www.wow-petopia.com/images/skin_pix/spidercrab_blackblue.jpg; https://www.wow-petopia.com/images/skin_pix/spidercrab_purple.jpg
227569,Storm-Touched Clawfiend,Siren Isle,Can be tamed,Crab,81 Elite,https://www.wowhead.com/npc=227569,,,,,"Located in Stormtide Dregs, Flotsam Shoal, Siren Isle. Found in a special 'storm' phase of Siren Isle that you can access after completing the zone's weekly quest (by participating in activities and killing various NPCs around Siren Isle) and unlocking Special Assignment: Storm's a Brewin. Once unlocked, speak to Suzie Boltwrench at Flotsam Shoal to enter or leave the storm phase at any time, even after you complete the assignment.",https://www.wow-petopia.com/images/skin_pix/spidercrab_blackblue.jpg
152461,Chitterspine Crab,Nazjatar,Can be tamed,Crab,50,https://www.wowhead.com/npc=152461,,,,,"Located in Chitterspine Caverns, Nazjatar.",https://www.wow-petopia.com/images/skin_pix/spidercrab_darkpurple.jpg; https://www.wow-petopia.com/images/skin_pix/spidercrab_whiteyellow.jpg
153966,Chitterspine Crab,Nazjatar,Can be tamed,Crab,50,https://www.wowhead.com/npc=153966,,,,,"Located in Chitterspine Grotto, Nazjatar. Travels in packs in the Grotto.",https://www.wow-petopia.com/images/skin_pix/spidercrab_darkpurple.jpg; https://www.wow-petopia.com/images/skin_pix/spidercrab_whiteyellow.jpg
153804,Chitterspine Encroacher,Nazjatar,Can be tamed,Crab,50,https://www.wowhead.com/npc=153804,,,,,"Located in Brinestone Cove, Nazjatar.",https://www.wow-petopia.com/images/skin_pix/spidercrab_darkpurple.jpg; https://www.wow-petopia.com/images/skin_pix/spidercrab_whiteyellow.jpg
203105,Sharpspine Pincher,Zaralek Cavern,Can be tamed,Crab,70,https://www.wowhead.com/npc=203105,,,,,"Located in Glitterspore Lake, Zaralek Cavern.",https://www.wow-petopia.com/images/skin_pix/spidercrab_brown.jpg; https://www.wow-petopia.com/images/skin_pix/spidercrab_darkpurple.jpg
231986,Deepwater Matriarch,Siren Isle,Can be tamed,Crab,80 Elite,https://www.wowhead.com/npc=231986,,,,,"Located in Stormtide Dregs, Siren Isle. Found in a special 'storm' phase of Siren Isle that you can access after completing the zone's weekly quest (by participating in activities and killing various NPCs around Siren Isle) and unlocking Special Assignment: Storm's a Brewin. Once unlocked, speak to Suzie Boltwrench at Flotsam Shoal to enter or leave the storm phase at any time, even after you complete the assignment.",https://www.wow-petopia.com/images/skin_pix/spidercrab_darkpurple.jpg
152460,Chitterspine Clicker,Nazjatar,Can be tamed,Crab,50,https://www.wowhead.com/npc=152460,,,,,"Located in Chitterspine Caverns, Nazjatar.",https://www.wow-petopia.com/images/skin_pix/spidercrab_brown.jpg
153971,Chitterspine Clicker,Nazjatar,Can be tamed,Crab,50,https://www.wowhead.com/npc=153971,,,,,"Located in Chitterspine Caverns, Nazjatar. Spawns occasionally when players open Chittershell Clams when on the quest Working With Purpose / Working With Purpose.",https://www.wow-petopia.com/images/skin_pix/spidercrab_brown.jpg
153965,Chitterspine Clicker,Nazjatar,Can be tamed,Crab,50,https://www.wowhead.com/npc=153965,,,,,"Located in Chitterspine Grotto, Nazjatar. Travels in packs in the Grotto.",https://www.wow-petopia.com/images/skin_pix/spidercrab_brown.jpg
152462,Chitterspine Ambusher,Nazjatar,Can be tamed,Crab,50,https://www.wowhead.com/npc=152462,,,,,"Located in Chitterspine Caverns, Chitterspine Grotto, & Deepcoil Tunnels, Nazjatar. Stealthed. Many may be found around Chitterspine Caverns and Chitterspine Grotto in north-west Nazjatar. A few are also located in an underwater cave at the base of a waterfall in Deepcoil Tunnels.",https://www.wow-petopia.com/images/skin_pix/spidercrab_whitepurple.jpg; https://www.wow-petopia.com/images/skin_pix/spidercrab_whitered.jpg
153812,Chitterspine Lurker,Nazjatar,Can be tamed,Crab,50,https://www.wowhead.com/npc=153812,,,,,"Located in Brinestone Cove, Nazjatar. Stealthed.",https://www.wow-petopia.com/images/skin_pix/spidercrab_whitepurple.jpg; https://www.wow-petopia.com/images/skin_pix/spidercrab_whitered.jpg
152642,Angry Sandcrab,Nazjatar,Can be tamed,Crab,50,https://www.wowhead.com/npc=152642,,,,,"Located in Dragon's Teeth Basin, Nazjatar. Spawns when you click on your first sand pile during the Alliance-only quest Crab Marks The Spot. This quest is only available when you have Blademaster Inowari active as your bodyguard and is started by a piece of parchment on a rock not far from Braxicus in Dragon's Teth Basin.",https://www.wow-petopia.com/images/skin_pix/spidercrab_whitered.jpg
152465,Needlespine,Nazjatar,Can be tamed,Crab,50 Rare,https://www.wowhead.com/npc=152465,,,,,"Located in Zanj'ir Terrace & Abyssal Pools, Nazjatar. Needlespine can appear in several different locations surrounding the Abyssal Pools, including both the northern and southern ends, and above on the rise to the west.",https://www.wow-petopia.com/images/skin_pix/spidercrab_darkred.jpg
200907,Karkinus the Capsizer,The Forbidden Reach,Can be tamed,Crab,70,https://www.wowhead.com/npc=200907,,,,,"Located in Sharpscale Coast, The Forbidden Reach.",https://www.wow-petopia.com/images/skin_pix/crab2_darkred-hermitcrabshell_algae-anchor_pierced.jpg
192123,Hermit Crab,The Waking Shores,Can be tamed,Crab,60-70,https://www.wowhead.com/npc=192123,,,,,Located in The Waking Shores. Found in the sea off the north shore from Lifebinder Conservatory and beyond the mountains north of Obsidian Citadel.,https://www.wow-petopia.com/images/skin_pix/crab2_orange-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_teal-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_blue-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_ivory-hermitcrabshell_orange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_sapphire-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_green-hermitcrabshell_barnacles.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_red-hermitcrabshell_orange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_darkred-hermitcrabshell_algae.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_purple-hermitcrabshell_purple.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_yellow-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_brown-hermitcrabshell_purple.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_pink-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_vermillian-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_bronze-hermitcrabshell_sand.jpg
193605,Scavenging Hardshell,The Waking Shores,Can be tamed,Crab,60-70,https://www.wowhead.com/npc=193605,,,,,Located in The Waking Shores.,https://www.wow-petopia.com/images/skin_pix/crab2_orange-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_teal-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_blue-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_ivory-hermitcrabshell_orange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_sapphire-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_green-hermitcrabshell_barnacles.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_red-hermitcrabshell_orange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_darkred-hermitcrabshell_algae.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_purple-hermitcrabshell_purple.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_yellow-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_brown-hermitcrabshell_purple.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_pink-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_vermillian-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_bronze-hermitcrabshell_sand.jpg
197954,Scavenging Snipshell,The Azure Span,Can be tamed,Crab,60-70,https://www.wowhead.com/npc=197954,,,,,Located in The Azure Span. Found on one of the islands off the south-east coast.,https://www.wow-petopia.com/images/skin_pix/crab2_orange-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_teal-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_blue-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_ivory-hermitcrabshell_orange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_sapphire-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_green-hermitcrabshell_barnacles.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_red-hermitcrabshell_orange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_darkred-hermitcrabshell_algae.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_purple-hermitcrabshell_purple.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_yellow-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_brown-hermitcrabshell_purple.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_pink-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_vermillian-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_bronze-hermitcrabshell_sand.jpg
197000,Island Crab,The Azure Span,Can be tamed,Crab,65-70,https://www.wowhead.com/npc=197000,,,,,"Located in Longclaw Island, The Azure Span.",https://www.wow-petopia.com/images/skin_pix/crab2_blue-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_yellow-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_pink-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_green-hermitcrabshell_barnacles.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_darkred-hermitcrabshell_algae.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_bronze-hermitcrabshell_sand.jpg
198783,Hermit Crab,The Forbidden Reach,Can be tamed,Crab,70,https://www.wowhead.com/npc=198783,,,,,"Located in Darksand Hollow, The Forbidden Reach.",https://www.wow-petopia.com/images/skin_pix/crab2_red-hermitcrabshell_orange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_blue-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_purple-hermitcrabshell_purple.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_yellow-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_pink-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_vermillian-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_green-hermitcrabshell_barnacles.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_teal-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_darkred-hermitcrabshell_algae.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_sapphire-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_brown-hermitcrabshell_purple.jpg
199776,Hermit Crawler,The Forbidden Reach,Can be tamed,Crab,70,https://www.wowhead.com/npc=199776,,,,,"Located in Aerie Chasm, The Forbidden Reach.",https://www.wow-petopia.com/images/skin_pix/crab2_red-hermitcrabshell_orange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_blue-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_purple-hermitcrabshell_purple.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_yellow-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_pink-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_vermillian-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_green-hermitcrabshell_barnacles.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_teal-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_darkred-hermitcrabshell_algae.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_sapphire-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_brown-hermitcrabshell_purple.jpg
200949,Scavenging Pincher,The Forbidden Reach,Can be tamed,Crab,70,https://www.wowhead.com/npc=200949,,,,,"Located in Sharpscale Coast, Warder's Solace, The Forbidden Reach.",https://www.wow-petopia.com/images/skin_pix/crab2_red-hermitcrabshell_orange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_blue-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_purple-hermitcrabshell_purple.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_yellow-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_pink-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_vermillian-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_green-hermitcrabshell_barnacles.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_teal-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_darkred-hermitcrabshell_algae.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_sapphire-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_brown-hermitcrabshell_purple.jpg
210382,Scavenging Pincher,The Emerald Dream,Can be tamed,Crab,70,https://www.wowhead.com/npc=210382,,,,,"Located in Lucid Reef, The Emerald Dream.",https://www.wow-petopia.com/images/skin_pix/crab2_orange-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_teal-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_blue-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_ivory-hermitcrabshell_orange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_sapphire-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_green-hermitcrabshell_barnacles.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_red-hermitcrabshell_orange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_darkred-hermitcrabshell_algae.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_purple-hermitcrabshell_purple.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_yellow-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_brown-hermitcrabshell_purple.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_pink-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_vermillian-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_bronze-hermitcrabshell_sand.jpg
217122,Brightland Rockback,Isle of Dorn,Can be tamed,Crab,70-80,https://www.wowhead.com/npc=217122,,,,,"Located in The Three Shields, Isle of Dorn.",https://www.wow-petopia.com/images/skin_pix/crab2_orange-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_teal-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_blue-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_ivory-hermitcrabshell_orange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_sapphire-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_green-hermitcrabshell_barnacles.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_red-hermitcrabshell_orange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_darkred-hermitcrabshell_algae.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_purple-hermitcrabshell_purple.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_yellow-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_brown-hermitcrabshell_purple.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_pink-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_vermillian-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_bronze-hermitcrabshell_sand.jpg
222157,Opalshell Hermit,Isle of Dorn,Can be tamed,Crab,70-80,https://www.wowhead.com/npc=222157,,,,,"Located in Isle of Dorn. Found on beaches in the north-west of the island and by the bay south-west of Dornogal city, near the rocky islets.",https://www.wow-petopia.com/images/skin_pix/crab2_blue-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_teal-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_sapphire-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_red-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_red-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_brown-hermitcrabshell_lightorange.jpg
152445,Glimmershell Crawler,Nazjatar,Can be tamed,Crab,50,https://www.wowhead.com/npc=152445,,,,,"Located in Coral Forest & Dragon's Teeth Basin, Nazjatar.",https://www.wow-petopia.com/images/skin_pix/crab2_brown-hermitcrabshell_default.jpg
217477,Shadowtide Hardshell,Hallowfall,Can be tamed,Crab,70-80,https://www.wowhead.com/npc=217477,,,,,"Located in The Faded Shore & Bleak Sand, Hallowfall. Found along beaches in the far north-east of the zone.",https://www.wow-petopia.com/images/skin_pix/crab2_ivory-hermitcrabshell_default.jpg
224799,Shimmering Hermit,Isle of Dorn,Can be tamed,Crab,70-80,https://www.wowhead.com/npc=224799,,,,,"Located in Isle of Dorn. Found at a beach east of Skolzgal Mill in the north-east, and also at Wanderer's Landing - a beach on the southern to south-eastern coast.",https://www.wow-petopia.com/images/skin_pix/crab2_green-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_pink-hermitcrabshell_barnacles.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_blue-hermitcrabshell_orange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_darkred-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_orange-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_brown-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_orange-hermitcrabshell_barnacles.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_vermillian-hermitcrabshell_orange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_brown-hermitcrabshell_algae.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_ivory-hermitcrabshell_purple.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_teal-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_bronze-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_ivory-hermitcrabshell_barnacles.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_purple-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_blue-hermitcrabshell_purple.jpg
227660,Sandsifting Hardshell,Siren Isle,Can be tamed,Crab,80,https://www.wowhead.com/npc=227660,,,,,Located in Siren Isle. These crabs are occasionally found on land but are mostly found in deeper waters surrounding the Isle (except for the west coast).,https://www.wow-petopia.com/images/skin_pix/crab2_pink-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_teal-hermitcrabshell_algae.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_blue-hermitcrabshell_tealgreen.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_pink-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_sapphire-hermitcrabshell_tealgreen.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_yellow-hermitcrabshell_purple.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_orange-hermitcrabshell_orange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_red-hermitcrabshell_barnacles.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_vermillian-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_darkred-hermitcrabshell_lightorange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_purple-hermitcrabshell_tealgreen.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_teal-hermitcrabshell_purple.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_brown-hermitcrabshell_orange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_purple-hermitcrabshell_algae.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_teal-hermitcrabshell_orange.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_bronze-hermitcrabshell_barnacles.jpg
128631,Tidal Clickshell,Zuldazar,Can be tamed,Crab,10-50,https://www.wowhead.com/npc=128631,,,,,"Located in Zuldazar. Found in Dreadpearl Shallows, Tusk Isle and various beaches around the Bay of Kings.",https://www.wow-petopia.com/images/skin_pix/crab2_blue-hermitcrabshell_barnacles.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_purple-hermitcrabshell_default.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_orange-hermitcrabshell_sand.jpg
142577,Hardshell Scavenger,Stormsong Valley,Can be tamed,Crab,35-50,https://www.wowhead.com/npc=142577,,,,,Located in Stormsong Valley. Waters off the north-western coast.,https://www.wow-petopia.com/images/skin_pix/crab2_blue-hermitcrabshell_barnacles.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_orange-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_bronze-hermitcrabshell_sand.jpg
139298,Pinku'shon,Stormsong Valley,Can be tamed,Crab,35-50 Rare,https://www.wowhead.com/npc=139298,,,,,"Located in Briny Flat, Stormsong Valley. Has harpoons stuck in its shell and is holding an anchor, which are lost upon taming.",https://www.wow-petopia.com/images/skin_pix/crab2_bronze-hermitcrabshell_sand.jpg
131693,Freshwater Hermit,Stormsong Valley,Can be tamed,Crab,35-50,https://www.wowhead.com/npc=131693,,,,,Located in Stormsong Valley. Along rivers and lakes of the zone.,https://www.wow-petopia.com/images/skin_pix/crab2_darkred-hermitcrabshell_sand.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_orange-hermitcrabshell_sand.jpg
137681,King Clickyclack <King of the Tide Pools>,Vol'dun,Can be tamed,Crab,35-50 Rare,https://www.wowhead.com/npc=137681,,,,,"Located in Bonetrail Gulch, Vol'dun. In a cave.",https://www.wow-petopia.com/images/skin_pix/crab2_darkred-hermitcrabshell_sand.jpg
139290,Maison the Portable,Tiragarde Sound,Can be tamed,Crab,10-50 Rare,https://www.wowhead.com/npc=139290,,,,,"Located in Umber Shore, Tiragarde Sound.",https://www.wow-petopia.com/images/skin_pix/crab2_blue-hermitcrabshell_algae.jpg
188334,Agitated Snapper,The Waking Shores,Can be tamed,Crab,60-70,https://www.wowhead.com/npc=188334,,,,,Located in The Waking Shores.,https://www.wow-petopia.com/images/skin_pix/crab2_darkred-hermitcrabshell_algae.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_purple.jpg; https://www.wow-petopia.com/images/skin_pix/crab2_pink.jpg
