npc_id,npc_name,zone,tameable
242604,Encroaching Forest Lynx,"West Sanctum, Eversong Woods",Can Be Tamed
250038,Ghostclaw Elder,Eversong Woods,Can Be Tamed
254361,Ghostclaw Elder,Eversong Woods,Can Be Tamed
250035,Ghostclaw Lynx,Eversong Woods,Can Be Tamed
254363,Ghostclaw Lynx,Eversong Woods,Can Be Tamed
253850,Juvenile Ghostclaw,Eversong Woods,Can Be Tamed
250040,Juvenile Ghostclaw,Eversong Woods,Can Be Tamed
247505,Wandering Stalker,Eversong Woods,Can Be Tamed
237400,Displaced Lynx,"Fairbreeze Village, Eversong Woods",Can Be Tamed
251459,Ambershade Kitten,"Isle of Quel'Danas, Eversong Woods",Can Be Tamed
251455,Ambershade Matriarch,"Isle of Quel'Danas, Eversong Woods",Can Be Tamed
246365,Encroaching Lynx,Eversong Woods,Can Be Tamed
236295,Forest Lynx,Eversong Woods,Can Be Tamed
246580,Invasive Lynx,Eversong Woods,Can Be Tamed
254241,Juvenile Springpaw,Eversong Woods,Can Be Tamed
250039,Juvenile Springpaw,Eversong Woods,Can Be Tamed
250037,Springclaw Elder,Eversong Woods,Can Be Tamed
253939,Springpaw Lynx,Eversong Woods,Can Be Tamed
250033,Springpaw Lynx,Eversong Woods,Can Be Tamed
252693,Agitated Springpaw,"Tranquil Repose, Eversong Woods",Can Be Tamed
255348,Dame Bloodshed,Eversong Woods,Can Be Tamed
251457,Ambershade Lynx,"Isle of Quel'Danas, Eversong Woods",Can Be Tamed
240416,Hot-Head Lynx,"West Sanctum, Eversong Woods",Can Be Tamed
250094,Amani Swiftclaw,Zul'Aman,Can Be Tamed
255220,Amani Swiftclaw,"Temple of Halazzi , Zul'Aman",Can Be Tamed
239879,Riled-Up Ruffian,"Temple of Halazzi, Zul'Aman",Can Be Tamed
242226,Underbrush Prowler,"Windrunner Village, Eversong Woods",Can Be Tamed
244029,Bloodtrained Lynx,"Dawnstar Spire, Eversong Woods",Can Be Tamed
255137,Juvenile Swiftclaw,"Temple of Halazzi , Zul'Aman",Can Be Tamed
250091,Juvenile Swiftclaw,Zul'Aman,Can Be Tamed
250093,Swiftclaw Elder,Zul'Aman,Can Be Tamed
255217,Swiftclaw Elder,"Temple of Halazzi , Zul'Aman",Can Be Tamed
239878,Weary Matriarch,"Temple of Halazzi, Zul'Aman",Can Be Tamed
229620,Escaped Lynx,Hallowfall,Can Be Tamed
229617,Escaped Lynx,Hallowfall,Can Be Tamed
221470,Feral Sharpclaw,"Morgaen's Tears, Hallowfall",Can Be Tamed
242998,Mourning Warlynx,Hallowfall,Can Be Tamed
221534,Lytfang the Lost,Hallowfall,Can Be Tamed
216843,Awakened Dreamsaber,Amirdrassil (Dragon Isles Zone),Can Be Tamed
206551,Dreamsaber,"Ancient Bough, The Emerald Dream",Can Be Tamed
216691,Efflorescent Dreamsaber,Amirdrassil (Dragon Isles Zone),Can Be Tamed
212062,Elusive Dreamsaber,The Emerald Dream,Can Be Tamed
212066,Elusive Moonfang Dreamsaber,The Emerald Dream,Can Be Tamed
212588,Shiversnap Prowler,"Shiversnap Grove, The Emerald Dream",Can Be Tamed
210335,Hunting Dreamsaber,"Shoreline Roots & Fields of Reverie, The Emerald Dream",Can Be Tamed
210046,Keen-eyed Cian,"Viridescent Thicket, The Emerald Dream",Can Be Tamed
207624,Prowling Dreamsaber,"Amirdrassil, The Emerald Dream",Can Be Tamed
210594,Verdant Dreamsaber,"Meandering Rootlands, The Emerald Dream",Can Be Tamed
211373,Verdant Dreamsaber,"Meandering Rootlands, The Emerald Dream",Can Be Tamed
210981,Liliuna,"Sprigling Gloam, The Emerald Dream",Can Be Tamed
210982,Liliuna,"Sprigling Gloam, The Emerald Dream",Can Be Tamed
210983,Liliuna,"Sprigling Gloam, The Emerald Dream",Can Be Tamed
193384,Plains Rockfang,"The Watering Hole, Ohn'ahran Plains",Can Be Tamed
199191,Prowling Stonefang,Thaldraszus,Can Be Tamed
185903,Ravenous Rockfang,"Rockfang Ravine, Ohn'ahran Plains",Can Be Tamed
193536,Rockfang Cub,Ohn'ahran Plains,Can Be Tamed
187452,Rockfang Skulker,"Sundapple Copse, Ohn'ahran Plains",Can Be Tamed
199190,Stonefang Cub,Thaldraszus,Can Be Tamed
192181,Wild Rockfang,"Life-Binder Conservatory, The Waking Shores",Can Be Tamed
187572,Young Prowler,"Sylvan Glade, Ohn'ahran Plains",Can Be Tamed
192182,Rockfang Hunter,"Life-Binder Conservatory, The Waking Shores",Can Be Tamed
192949,Skaara,Ohn'ahran Plains,Can Be Tamed
188274,Sutaan,"Rockfang Ravine, Ohn'ahran Plains",Can Be Tamed
195382,Mountain Stonefang,"Steelcliff Passage, Thaldraszus",Can Be Tamed
195365,Mountain Stonefang,"Steelcliff Passage, Thaldraszus",Can Be Tamed
192644,Mountain Stonefang,"Steelcliff Passage, Thaldraszus",Can Be Tamed
187487,Spotted Prowler,"Sylvan Glade, Ohn'ahran Plains",Can Be Tamed
195460,Spotted Prowler,Ohn'ahran Plains,Can Be Tamed
187474,Spotted Rockfang,Ohn'ahran Plains,Can Be Tamed
205763,Mountain Stonefang,"The Flowing Forest, Thaldraszus",Can Be Tamed
187781,Hamett,"Rockfang Ravine, Ohn'ahran Plains",Can Be Tamed
195319,Ageless Rockfang,"Temporal Conflux, Thaldraszus",Can Be Tamed
196515,Tallpeak Cub,"Veiled Ossuary, Thaldraszus",Can Be Tamed
194085,Elusive Elder Rockfang,Ohn'ahran Plains; Thaldraszus,Can Be Tamed
196514,Tallpeak Hunter,"Veiled Ossuary, Thaldraszus",Can Be Tamed
149644,Moonhazed Nightsaber,Darkshore,Can Be Tamed
149663,Shadowclaw,"Withering Thicket, Darkshore",Can Be Tamed
126198,Trench Stalker,"Den of Despair, Antoran Wastes",Can Be Tamed
123508,Manafeeder Panthara,"Wakener's Enclave, Eredath",Can Be Tamed
122408,Shadow Stalker,"Shadowguard Incursion, The Seat of the Triumvirate (Dungeon)",Can Be Tamed
119874,Shadowseeker Panthara,"Isolon Basin, Eredath",Can Be Tamed
124303,Duskcloak Panthara,Krokuun,Can Be Tamed
124486,Young Duskcloak,Krokuun,Can Be Tamed
122010,Panthara Shadowfang,"Umbra Hollows, Eredath",Can Be Tamed
130943,Ancient Duskcloak,"Grove of Naroua, Krokuun",Can Be Tamed
123076,Duskcloak Alpha,Krokuun,Can Be Tamed
126419,Naroua,"Grove of Naroua, Krokuun",Can Be Tamed
126898,Sabuul,Eredath,Can Be Tamed
124269,Panthara Apex,Krokuun,Can Be Tamed
124271,Panthara Stalker,Krokuun,Can Be Tamed
110562,Bahagar,"Xalethar's Lair, Val'sharah",Can Be Tamed
97454,Rashar,"Pinerock Basin, Highmountain",Can Be Tamed
109807,Wild Nightsaber,Val'sharah,Can Be Tamed
103616,Moonwhisper Stalker,Suramar,Available to Horde Hunters Only
145736,Twilight Prowler,"Dunwald Ruins, Twilight Highlands (Vulpera Allied Race Recruitment Phase)",Can Be Tamed
169228,Anima-Starved Stalker,"Tranquil Pools, Ardenweald",Can Be Tamed
169049,Anima-Starved Stalker,"Tranquil Pools, Ardenweald",Can Be Tamed
168620,Starving Shadowstalker,"Shrouded Mire, Ardenweald",Can Be Tamed
169915,Runestalker,Ardenweald,Can Be Tamed
172069,Frightened Gladestalker,"Misteveil Tangle, Ardenweald",Can Be Tamed
165094,Gladestalker,"Elder Stand, Ardenweald",Can Be Tamed
96268,Mountain Prowler,Highmountain,Can Be Tamed
94149,Pinerock Prowler,"Pinerock Basin, Highmountain",Can Be Tamed
99481,Pinerock Stalker,"Pinerock Basin, Highmountain",Can Be Tamed
112910,Misthollow Hunter,Suramar,Can Be Tamed
100328,Bound Prowler,"Screeching Crag, Highmountain",Can Be Tamed
94196,Cursed Prowler,"Screeching Crag, Highmountain",Can Be Tamed
101077,Sekhan,Highmountain,Can Be Tamed
210397,Infected Nightsaber,Bloodmyst Isle,Can Be Tamed
169052,Anima-Starved Matriarch,"Tranquil Pools, Ardenweald",Can Be Tamed
173024,Darkfang Shadowstalker,Ardenweald,Can Be Tamed
172071,Fog-Frenzied Gladestalker,"Mistveil Tangle, Ardenweald",Can Be Tamed
99749,Moonlight Hunter,Suramar,Can Be Tamed
109320,Starlight Saber,Suramar,Can Be Tamed
104404,Thicket Hunter,"Crimson Thicket, Suramar",Can Be Tamed
113198,Trapped Thicket Hunter,"Crimson Thicket, Suramar",Can Be Tamed
169051,Anima-Starved Patriarch,"Tranquil Pools, Ardenweald",Can Be Tamed
169913,Runestalker Runt,Ardenweald,Can Be Tamed
79909,Elder Ridge Prowler,Talador,Can Be Tamed
77741,Ra'kahn,Talador,Can Be Tamed
76685,Sharpfang Stalker,Talador,Can Be Tamed
88579,Pridelands Stalker,"Bloodmane Pridelands, Spires of Arak",Can Be Tamed
66633,Ruukti,The Jade Forest,Can Be Tamed
56198,Thicket Stalker,The Jade Forest,Can Be Tamed
56653,Wild Prowler,The Jade Forest,Can Be Tamed
56654,Wild Stalker,The Jade Forest,Can Be Tamed
56683,Wild Stalker,The Jade Forest,Can Be Tamed
66799,Young Stalker,The Jade Forest,Can Be Tamed
58221,Krasari Stalker,Krasarang Wilds,Can Be Tamed
66184,Dread Stalker,Dread Wastes,Can Be Tamed
63538,Windward Huntress,The Jade Forest,Can Be Tamed
72808,Tsavo'ka,Timeless Isle,Can Be Tamed
56286,Enthralled Forest Prowler,"Grookin Hill, The Jade Forest",Can Be Tamed
56272,Forest Prowler,The Jade Forest,Available to Horde Hunters Only
66668,Sha-Infested Prowler,The Jade Forest,Available to Horde Hunters Only
67071,Wary Forest Prowler,The Jade Forest,Can Be Tamed
63767,Chasheen,"Ruins of Dojan, Krasarang Wilds",Can Be Tamed
58887,Krasari Mauler,Krasarang Wilds,Can Be Tamed
67085,Windward Alpha,The Jade Forest,Can Be Tamed
66622,Rakira,The Jade Forest,Can Be Tamed
58432,Gorge Stalker,"Dustback Gorge, Valley of the Four Winds",Can Be Tamed
66617,Ro'shen,The Jade Forest,Can Be Tamed
60875,Summit Prowler,Kun-Lai Summit,Can Be Tamed
59534,Summit Prowler,Kun-Lai Summit,Can Be Tamed
66187,Dread Matriarch,Dread Wastes,Can Be Tamed
65612,Windward Saber,The Jade Forest,Can Be Tamed
66164,Zouchin Tiger,Kun-Lai Summit,Can Be Tamed
55946,Pei-Wu Tiger,"Pei-Wu Forest, The Wandering Isle (Pandaren Starting Zone)",Can Be Tamed
56329,Kher Shan,The Jade Forest,Can Be Tamed
59037,Kung Din,The Jade Forest,Can Be Tamed
54988,Waxwood Hunter,The Jade Forest,Can Be Tamed
55238,Waxwood Matriarch,The Jade Forest,Can Be Tamed
56655,Wild Huntress,The Jade Forest,Can Be Tamed
58884,Sha-Haunted Tigress,Krasarang Wilds,Can Be Tamed
230971,Pei-Wu Tiger,"Pei-Wu Forest, The Wandering Isle (Open Zone)",Available to Night Elves Only
167347,Tiger,Exile's Reach,Can Be Tamed
59102,Forest Huntress,The Jade Forest,Can Be Tamed
59753,Golden Tiger,"Fox Grove, The Jade Forest",Can Be Tamed
59116,Krasari Huntress,Krasarang Wilds,Can Be Tamed
58070,Krasari Huntress,Krasarang Wilds,Can Be Tamed
58641,Krasari Prowler,Krasarang Wilds,Can Be Tamed
59196,Krasari Prowler,Krasarang Wilds,Can Be Tamed
62945,Bloodthirsty Prowler,Greenstone Village (Scenario),Can Be Tamed
63537,Windward Tiger,The Jade Forest,Can Be Tamed
63540,Young Windward Tiger,The Jade Forest,Can Be Tamed
72807,Crag Stalker,Timeless Isle,Can Be Tamed
79703,Ridge Prowler,Talador,Can Be Tamed
76687,Sher'khaan,"Sher'khaan's Den, Talador",Can Be Tamed
79705,Young Ridge Prowler,Talador,Can Be Tamed
50850,Savage,The Jade Forest,Can Be Tamed
72805,Primal Stalker,Timeless Isle,Can Be Tamed
50159,Sambas,Twilight Highlands,Can Be Tamed
157121,Ekashim,"Surveyors' Outpost, Uldum",Can Be Tamed
151809,Savannah Proudfang,"Surveyors' Outpost, Uldum",Can Be Tamed
151948,Senbu the Pridefather,"Surveyors' Outpost, Uldum",Can Be Tamed
5828,Humar The Pridelord,Northern Barrens,Can Be Tamed
50818,The Dark Prowler,Hillsbrad Foothills,Can Be Tamed
28097,Pitch,Sholazar Basin,Can Be Tamed
5807,The Rake,Mulgore,Can Be Tamed
3243,Savannah Highmane,Northern Barrens,Can Be Tamed
3241,Savannah Patriarch,Northern Barrens,Can Be Tamed
3425,Savannah Prowler,Northern Barrens,Can Be Tamed
37207,Plains Pridemane,Southern Barrens,Can Be Tamed
3475,Echeyakee,Northern Barrens,Can Be Tamed
10741,Sian-Rotam,Winterspring,Available to Goblins Only
35904,Jungle Cat,The Lost Isles,Available to Goblins Only
40064,Jungle Panther,The Lost Isles,Can Be Tamed
728,Bhag'thera,Northern Stranglethorn,Can Be Tamed
1713,Elder Shadowmaw Panther,The Cape of Stranglethorn,Can Be Tamed
2522,Jaguero Stalker,The Cape of Stranglethorn,Can Be Tamed
977,Kurzen War Panther,Northern Stranglethorn,Can Be Tamed
736,Panther,Northern Stranglethorn,Can Be Tamed
684,Shadowmaw Panther,Northern Stranglethorn,Can Be Tamed
683,Young Panther,Northern Stranglethorn,Can Be Tamed
17202,Infected Nightstalker Runt,Azuremyst Isle,Can Be Tamed
17203,Nightstalker,Azuremyst Isle,Can Be Tamed
2033,Elder Nightsaber,Teldrassil,Can Be Tamed
2034,Feral Nightsaber,Teldrassil,Can Be Tamed
2042,Nightsaber,Teldrassil,Can Be Tamed
2031,Young Nightsaber,Teldrassil,Can Be Tamed
2071,Moonstalker Matriarch,Darkshore,Can Be Tamed
14222,Araga,Hillsbrad Foothills,Can Be Tamed
37206,Plains Prowler,Southern Barrens,Can Be Tamed
3619,Ghost Saber,"Ruins of Mathystra, Darkshore",Can Be Tamed
3035,Flatland Cougar,Mulgore,Can Be Tamed
3566,Flatland Prowler,Mulgore,Can Be Tamed
3415,Savannah Huntress,Northern Barrens,Can Be Tamed
3416,Savannah Matriarch,Northern Barrens,Can Be Tamed
2850,Broken Tooth,Badlands,Can Be Tamed
2385,Foothill Stalker,Hillsbrad Foothills; Old Hillsbrad Foothills (Dungeon),Can Be Tamed
24064,Amani Lynx Cub,Zul'Aman (Dungeon),Can Be Tamed
50819,Iceclaw,"Frostsaber Rock, Winterspring",Can Be Tamed
1085,Elder Stranglethorn Tiger,Northern Stranglethorn,Can Be Tamed
976,Kurzen War Tiger,Northern Stranglethorn,Can Be Tamed
729,Sin'Dall,Northern Stranglethorn,Can Be Tamed
682,Stranglethorn Tiger,Northern Stranglethorn,Can Be Tamed
772,Stranglethorn Tigress,The Cape of Stranglethorn,Can Be Tamed
681,Young Stranglethorn Tiger,Northern Stranglethorn,Can Be Tamed
202339,Ancient Tiger,Zul'Gurub (Dungeon),Can Be Tamed
47687,Winna's Kitten,Felwood,Can Be Tamed
2032,Mangy Nightsaber,Teldrassil,Can Be Tamed
2043,Nightsaber Stalker,Teldrassil,Can Be Tamed
4067,Twilight Runner,Stonetalon Mountains,Can Be Tamed
18982,Sable Jaguar,The Black Morass (Dungeon),Can Be Tamed
5865,Dishu,Northern Barrens,Can Be Tamed
62131,Plainsland Cheetah,Northern Barrens,Can Be Tamed
2732,Ridge Huntress,Badlands,Can Be Tamed
2731,Ridge Stalker,Badlands,Can Be Tamed
2734,Ridge Stalker Patriarch,Badlands,Can Be Tamed
42170,Snow Leopard,Dun Morogh,Can Be Tamed
1201,Snow Leopard,Dun Morogh,Can Be Tamed
42171,Snow Leopard Cub,Dun Morogh,Can Be Tamed
42286,Young Snow Leopard,Dun Morogh,Can Be Tamed
29327,Frost Leopard,Zul'Drak,Can Be Tamed
70595,Frostmane Prowler,Blood in the Snow (Scenario),Can Be Tamed
731,King Bangalash,Northern Stranglethorn,Can Be Tamed
21724,Hawkbane,Terokkar Forest,Can Be Tamed
7430,Young Frostsaber,Winterspring,Can Be Tamed
33127,Moonstalker,Darkshore,Can Be Tamed
2237,Moonstalker Sire,Darkshore,Can Be Tamed
21723,Blackwind Sabercat,Terokkar Forest,Can Be Tamed
140738,Moonstalker,"The Long Wash, Darkshore",Can Be Tamed
10200,Rak'Shiri,Winterspring,Can Be Tamed
10737,Shy-Rotam,Winterspring,Can Be Tamed
47053,Duskfang,Swamp of Sorrows,Can Be Tamed
2175,Shadowclaw,Darkshore,Can Be Tamed
7432,Frostsaber Stalker,Winterspring,Can Be Tamed
7434,Frostsaber Pride Watcher,Winterspring,Can Be Tamed
28001,Dreadsaber,Sholazar Basin,Can Be Tamed
14430,Duskstalker,Teldrassil,Can Be Tamed
28297,Shango,Sholazar Basin,Can Be Tamed
7431,Frostsaber,Winterspring,Can Be Tamed
7433,Frostsaber Huntress,Winterspring,Can Be Tamed
34034,Swarming Guardian,Ulduar (Raid),Can Be Tamed
52345,Pride of Bethekk,Zul'Gurub (Dungeon),Can Be Tamed
50838,Tabbs,Badlands,Can Be Tamed
51663,Pogeyan,Northern Stranglethorn,Can Be Tamed
55236,Jade Guardian,The Jade Forest,Can Be Tamed
50815,Skarr,"Fireplume Peak, Molten Front",Can Be Tamed
50837,Kash,Swamp of Sorrows,Can Be Tamed
28404,Cursed Offspring of Har'koa,Zul'Drak,Can Be Tamed
50825,Feras,Stonetalon Mountains,Can Be Tamed
54700,Time-Twisted Nightsaber,End Time (Dungeon),Can Be Tamed
47726,Tiger,"Neferset City, Uldum",Can Be Tamed
45096,Tamed Tol'vir Prowler,Lost City of the Tol'Vir (Dungeon),Can Be Tamed
162361,Tiger,"Neferset City, Uldum",Can Be Tamed
54688,Time-Twisted Nightsaber,End Time (Dungeon),Can Be Tamed
54699,Time-Twisted Nightsaber,End Time (Dungeon),Can Be Tamed
50833,Duskcoat,Felwood,Can Be Tamed
15652,Elder Springpaw,Eversong Woods (Classic),Can Be Tamed
16348,Ghostclaw Lynx,Ghostlands,Can Be Tamed
16349,Ghostclaw Ravager,Ghostlands,Can Be Tamed
16347,Starving Ghostclaw,Ghostlands,Can Be Tamed
38046,Wildmane Cat,Durotar,Can Be Tamed
44188,Bobcat,Loch Modan,Can Be Tamed
21022,Grovestalker Lynx,Blade's Edge Mountains,Can Be Tamed
20671,Ripfang Lynx,Netherstorm,Can Be Tamed
24530,Amani Elder Lynx,Zul'Aman (Dungeon),Can Be Tamed
24043,Amani Lynx,Zul'Aman (Dungeon),Can Be Tamed
15366,Springpaw Cub,Eversong Woods (Classic),Can Be Tamed
15372,Springpaw Lynx,Eversong Woods (Classic),Can Be Tamed
15651,Springpaw Stalker,Eversong Woods (Classic),Can Be Tamed
164829,Chosen Flayedwing,"House of the Chosen & Ossein Foundry, Maldraxxus",Can Be Tamed
162259,Galescreamer Pup,Maldraxxus,Can Be Tamed
162258,Ravenous Galescreamer,Maldraxxus,Can Be Tamed
170785,Screeching Flayedwing,"Bleak Redoubt, Maldraxxus",Can Be Tamed
162588,Gristlebeak,Maldraxxus,Can Be Tamed
162300,Ravenous Galescreamer,"House of Rituals, Maldraxxus",Can Be Tamed
168216,Galescreamer Elder,"Valley of a Thousand Legs & The Stabbing Wastes, Maldraxxus",Can Be Tamed
170456,Diseased Galescreamer,Maldraxxus,Can Be Tamed
165957,Flayedwing Overwatch,"The Necrotic Wake, Bastion",Can Be Tamed
165634,Flayedwing Transporter,"Temple of Courage, Bastion",Can Be Tamed
167433,Marrowmaw,"Shattered Span, Bastion",Can Be Tamed
169568,Skyripper Fledgling,Maldraxxus,Can Be Tamed
169570,Skyripper Hunter,Maldraxxus,Can Be Tamed
172401,Kil'mazor,"Unyielding Assembly, Maldraxxus",Can Be Tamed
174455,Captive Skyripper,"The Reagentry, Maldraxxus",Can Be Tamed
164587,Satiated Sawtooth,"The Stabbing Wastes, Maldraxxus",Can Be Tamed
162624,Neonate Bonetooth,"The Stabbing Wastes, Maldraxxus",Can Be Tamed
162589,Neonate Bonetooth,"The Stabbing Wastes, Maldraxxus",Can Be Tamed
168258,Gristled Hatchling,Maldraxxus,Can Be Tamed
173046,Ferocious Nestkeeper,"Bony Spindles, Maldraxxus",Can Be Tamed
164312,Taloned Flayedwing,Maldraxxus,Can Be Tamed
173045,Flayedwing Matriarch,"Bony Spindles, Maldraxxus",Can Be Tamed
164479,Bonefang,The Necrotic Wake (Dungeon),Can Be Tamed
172390,Flayedwing Fleshripper,"Unyielding Assembly, Maldraxxus",Can Be Tamed
78550,Controlled Darkwing,"Darktide Roost, Shadowmoon Valley - Draenor",Can Be Tamed
85357,Darkwing Adolescent,"Darktide Roost, Shadowmoon Valley - Draenor",Can Be Tamed
84002,Darkwing Matron,"Darktide Roost, Shadowmoon Valley - Draenor",Can Be Tamed
75280,Darkwing Matron,"Darktide Roost, Shadowmoon Valley - Draenor",Can Be Tamed
84927,Darkwing Whelpling,"Darktide Roost, Shadowmoon Valley - Draenor",Can Be Tamed
78183,Injured Darkwing Glider,"Darktide Roost, Shadowmoon Valley - Draenor",Can Be Tamed
77093,Roardan the Sky Terror,Gorgrond,Can Be Tamed
83740,Toxicfang Rylak,"Harvesting Pits, Spires of Arak",Can Be Tamed
82646,Venombarb,"The Howling Crag, Spires of Arak",Can Be Tamed
88643,Viletongue Rylak,Spires of Arak,Can Be Tamed
72849,Driftwatcher Rylak,Frostfire Ridge,Can Be Tamed
78314,Glacial Icemaw,Frostfire Ridge,Can Be Tamed
80321,Icemaw Matriarch,"Stonefang Ridge, Frostfire Ridge",Available to Horde Hunters Only
80227,Icewing Drift-Hunter,"Frostwall, Frostfire Ridge",Can Be Tamed
80034,Icewing Rylak,"The Cracking Plains, Frostfire Ridge",Can Be Tamed
72251,Icewing Rylak,"The Cracking Plains, Frostfire Ridge",Can Be Tamed
81548,Charl Doomwing,"Valley of Destruction, Gorgrond",Can Be Tamed
148787,Alash'anir,Darkshore,Can Be Tamed
80241,Blazing Pyreclaw,"The Burning Glacier, Frostfire Ridge",Can Be Tamed
87343,Flamewing Skytalon,"Magnarok, Frostfire Ridge",Can Be Tamed
86373,Ironwing Flamespitter,"Iron Siegeworks, Frostfire Ridge",Can Be Tamed
72273,Twinbreath Skystalker,"Colossal's Fall, Frostfire Ridge",Can Be Tamed
77091,Wild Rylak,"Bones of Agurak, Frostfire Ridge",Can Be Tamed
84644,Vilewing Rylak,"Molten Quarry, Ashran (Battleground)",Can Be Tamed
83389,Ironwing Flamespitter,"Iron Docks (Dungeon and Non-Instanced), Gorgrond; Iron Docks (Dungeon)",Can Be Tamed
95327,Doomwing Rylak,Tanaan Jungle,Can Be Tamed
85184,Iron Banshee,"The Pit, Gorgrond",Can Be Tamed
77140,Amaukwa,Shadowmoon Valley - Draenor,Can Be Tamed
74981,Thunderlord Driftstalker,"Grom'gar, Frostfire Ridge",Can Be Tamed
84151,Gorge Rylak,Gorgrond,Can Be Tamed
76874,Dreadwing,"The Breaking Grounds, Blackrock Foundry (Raid)",Can Be Tamed
95615,Iron War Rylak,"Iron Docks (Non-Instanced 6.2 Quest Phase), Gorgrond",Can Be Tamed
80098,Ironbarb Skyreaver,"Blackrock Stadium, Upper Blackrock Spire (Dungeon)",Can Be Tamed
83591,Tura'aka,Nagrand - Draenor,Can Be Tamed
77122,Thunderlord War Rylak,"Bones of Agurak, Frostfire Ridge",Can Be Tamed
21879,Vilewing Chimaera,Shadowmoon Valley - Outland,Can Be Tamed
21033,Bladewing Bloodletter,Blade's Edge Mountains,Can Be Tamed
50348,Norissis,Winterspring,Can Be Tamed
20932,Nuramoc,Netherstorm,Can Be Tamed
50346,Ronak,Winterspring,Can Be Tamed
11497,The Razza,Feralas,Can Be Tamed
8764,Mistwing Ravager,Azshara,Can Be Tamed
142713,Displaced Chimaera,"The Long Wash, Darkshore",Can Be Tamed
36304,Mistwing Cliffdweller,Azshara,Can Be Tamed
8660,The Evalcharr,Azshara,Can Be Tamed
24673,Frostwing Chimaera,Howling Fjord,Can Be Tamed
10807,Brumeran,Winterspring,Can Be Tamed
7448,Chillwind Chimaera,Winterspring,Can Be Tamed
54533,Prince Lakma,Feralas; Silithus,Can Be Tamed
193348,Ancient Plainstomper,Ohn'ahran Plains,Can Be Tamed
193346,Horned Plainstomper,Ohn'ahran Plains,Can Be Tamed
193407,Horned Plainstomper,Ohn'ahran Plains,Can Be Tamed
194868,Hungry Plainstomper,Ohn'ahran Plains,Can Be Tamed
191481,Stomphoof Calf,Ohn'ahran Plains,Can Be Tamed
187960,Sunhide Stomphoof,"Wanderer's Steppe, Ohn'ahran Plains",Can Be Tamed
190953,Sunhide Stomphoof,Ohn'ahran Plains,Can Be Tamed
78918,Icehoof Calf,"Icewind Drifts, Frostfire Ridge",Can Be Tamed
84798,Icehoof Calf,"The Cracking Plains, Frostfire Ridge",Can Be Tamed
80420,Icehoof Calf,"Frostwall, Frostfire Ridge",Can Be Tamed
78919,Icehoof Cow,"Icewind Drifts, Frostfire Ridge",Can Be Tamed
80136,Lost Icehoof Calf,"The Cracking Plains, Frostfire Ridge",Can Be Tamed
86847,Young Icehoof,"Coldsnap Bluffs, Frostfire Ridge",Can Be Tamed
76711,Ashmane Bull,Frostfire Ridge,Can Be Tamed
86000,Gentle Clefthoof,Frostfire Ridge,Can Be Tamed
86520,Stompalupagus,Gorgrond,Can Be Tamed
82119,Banthar,Nagrand - Draenor,Can Be Tamed
83483,Flinthide,Nagrand - Draenor,Can Be Tamed
81898,Leatherhide Bull,Nagrand - Draenor,Can Be Tamed
78576,Leatherhide Calf,Nagrand - Draenor,Can Be Tamed
78575,Leatherhide Clefthoof,Nagrand - Draenor,Can Be Tamed
79034,Tamed Clefthoof,"Mar'gok's Overwatch, Nagrand - Draenor",Can Be Tamed
86730,Ironhide Clefthoof,Nagrand - Draenor,Can Be Tamed
78572,Wild Witherhide Bull,"Witherwind Pass, Gorgrond",Can Be Tamed
78570,Witherhide Calf,"Witherwind Pass, Gorgrond",Can Be Tamed
86732,Bergruu,Nagrand - Draenor,Can Be Tamed
50990,Nakk the Thunderer,Nagrand - Draenor,Can Be Tamed
78571,Witherhide Mother,"Witherwind Pass, Gorgrond",Can Be Tamed
86731,Ironhide Bull,Nagrand - Draenor,Can Be Tamed
76710,Ashmane Clefthoof,Frostfire Ridge,Can Be Tamed
77513,Coldstomp the Griever,Frostfire Ridge,Available to Alliance Hunters Only
75680,Frosthoof,"Wor'gol, Frostfire Ridge",Can Be Tamed
78920,Icehoof Bull,"Icewind Drifts, Frostfire Ridge",Can Be Tamed
72162,Wooly Clefthoof,"Bladespire Ravine, Frostfire Ridge",Can Be Tamed
78574,Ancient Leatherhide,Nagrand - Draenor,Can Be Tamed
76576,Hunting Mount,"Colossal's Fall, Frostfire Ridge",Can Be Tamed
90124,Emberhide Warbeast,"Ironhold Harbor, Tanaan Jungle",Can Be Tamed
78364,Iron Horde Battlebeast,"Rooter's Pass, Gorgrond",Can Be Tamed
77519,Giantbane,"The Cracking Plains, Frostfire Ridge",Can Be Tamed
78528,Trained Clefthoof Mount,"Wor'gol (quest phase), Frostfire Ridge",Can Be Tamed
108181,Reassigned Warbeast,"Ironhold Harbor, Tanaan Jungle",Can Be Tamed
72881,Broken Clefthoof,Frostfire Ridge,Can Be Tamed
76946,Faultline,"The Breaking Grounds, Blackrock Foundry (Raid)",Can Be Tamed
25488,Wooly Rhino Calf,Borean Tundra,Can Be Tamed
25487,Wooly Rhino Matriarch,Borean Tundra,Can Be Tamed
50997,Bornak the Gorer,"The Hidden Grove, Winterspring",Can Be Tamed
28009,Shardhorn Rhino,Sholazar Basin,Can Be Tamed
29931,Drakkari Rhino,Gundrak (Dungeon),Can Be Tamed
29838,Drakkari Rhino,Gundrak (Dungeon),Can Be Tamed
25489,Wooly Rhino Bull,Borean Tundra,Can Be Tamed
50995,Bruiser,Winterspring,Can Be Tamed
