npc_id,npc_name,zone,family,name_keeper,notes,taming_requirements
17217,Barbed Crawler,Azuremyst Isle,Crab,,,
17280,Shattered Hand Warhound,Hellfire Ramparts (Dungeon),Wolf,,Located in Hellfire Ramparts (Dungeon).,
17345,Brown Bear,Bloodmyst Isle,Bear,,,
17347,Grizzled Brown Bear,Bloodmyst Isle,Bear,,,
17348,Elder Brown Bear,Bloodmyst Isle,Bear,,,
17349,Blue Flutterer,Bloodmyst Isle,Moth,,,
17350,Royal Blue Flutterer,Bloodmyst Isle,Moth,,,
17372,Timberstrider Fledgling,Azuremyst Isle,Tallstrider,,,
17373,Timberstrider,Azuremyst Isle,Tallstrider,,,
17374,Greater Timberstrider,Azuremyst Isle,Tallstrider,,,
17447,The Kurken,Azuremyst Isle,Core Hound,True,,Exotic
17522,Myst Spinner,Bloodmyst Isle,Spider,,,
17523,Myst Leecher,Bloodmyst Isle,Spider,,,
17525,Bloodmyst Hatchling,Bloodmyst Isle,Ravager,,,
17527,Enraged Ravager,Bloodmyst Isle,Ravager,,,
17556,Death Ravager,Azuremyst Isle,Ravager,True,,
17661,Deathclaw,Bloodmyst Isle,Bear,True,,
17669,Rabid Warhound,The Shattered Halls (Dungeon),Wolf,,Located in The Shattered Halls (Dungeon).,
17683,Zarakh,Bloodmyst Isle,Spider,True,,
17724,Underbat,The Underbog (Dungeon),Sporebat,,Located in The Underbog (Dungeon).,
17731,Fen Ray,The Underbog (Dungeon),Ray,,Located in The Underbog (Dungeon).,
17732,Lykul Wasp,The Underbog (Dungeon),Wasp,,Located in The Underbog (Dungeon).,
17882,The Black Stalker,The Underbog (Dungeon),Water Strider,True,Located in The Underbog (Dungeon).,Exotic
17952,Darkwater Crocolisk,The Black Morass (Dungeon),Crocolisk,,Located in The Black Morass (Dungeon).,
18033,Dark Worg,Nagrand - Outland,Wolf,,,
18105,Ghaz'an,The Underbog (Dungeon),Hydra,True,Located in The Underbog (Dungeon).,
18128,Sporebat,Zangarmarsh,Sporebat,,,
18129,Greater Sporebat,Zangarmarsh,Sporebat,,,
18130,Marshfang Ripper,Zangarmarsh,Ray,,,
18131,Marshfang Slicer,Zangarmarsh,Ray,,,
18132,Umbraglow Stinger,Zangarmarsh,Wasp,,,
18133,Marshlight Bleeder,Zangarmarsh,Wasp,,,
18134,Fen Strider,Zangarmarsh,Water Strider,,,Exotic
18135,Marsh Walker,Zangarmarsh,Water Strider,,,Exotic
18155,Bloodfalcon,The Botanica (Dungeon),Dragonhawk,,Located in The Botanica (Dungeon).,
18205,Clefthoof,Nagrand - Outland,Clefthoof,,,Exotic
18213,Mire Hydra,Zangarmarsh,Hydra,,,
18214,Fenclaw Thrasher,Zangarmarsh,Hydra,,,
18220,Ravenous Windroc,Nagrand - Outland,Bird of Prey,,,
18241,Crusty,Desolace,Crab,True,,
18257,Gutripper,Nagrand - Outland,Bird of Prey,True,,
18258,Bach'lor,Nagrand - Outland,Stag,True,,
18259,Banthar,Nagrand - Outland,Clefthoof,True,,Exotic
18280,Sporewing,Zangarmarsh,Sporebat,True,,
18281,Boglash,Zangarmarsh,Water Strider,True,,Exotic
18283,Blacksting,Zangarmarsh,Wasp,True,,
18285,"""Count"" Ungula",Zangarmarsh,Ray,True,,
18286,Mragesh,Zangarmarsh,Hydra,True,,
18289,Bull Elekk,Nagrand - Outland,Mammoth,,"Found north-east of Oshu'gun, just outside the Spirit Fields.",
18290,Tusker <Queen of the Elekk>,Nagrand - Outland,Mammoth,True,"Tusker holds court on a large rise, north-east of Oshu'gun, just outside the Spirit Fields.",
18334,Wild Elekk,Nagrand - Outland,Mammoth,,,
18398,Brokentoe,Nagrand - Outland,Clefthoof,True,Brokentoe is the first combatant in the Ring of Blood event. Speak to Gurgthock to pick up the quest and start the event.,Exotic
18437,Vicious Teromoth,Terokkar Forest,Moth,,,
18438,Naphthal'ar,Terokkar Forest,Moth,True,,
18461,Dampscale Basilisk,Terokkar Forest,Basilisk,,,
18463,Dampscale Devourer,Terokkar Forest,Basilisk,,,
18464,Warp Stalker,Terokkar Forest,Warp Stalker,,,
18465,Warp Hunter,Terokkar Forest,Warp Stalker,,,
18466,Dreadfang Lurker,Terokkar Forest,Spider,,,
18467,Dreadfang Widow,Terokkar Forest,Spider,,,
18468,Teromoth,Terokkar Forest,Moth,,,
18469,Royal Teromoth,Terokkar Forest,Moth,,,
18470,Bonelasher,Terokkar Forest,Carrion Bird,,,
18476,Timber Worg,Terokkar Forest,Wolf,,,
18477,Timber Worg Alpha,Terokkar Forest,Wolf,,,
18647,Deathskitter,Terokkar Forest,Spider,True,,
18648,Stonegazer,Terokkar Forest,Basilisk,True,,
18670,Ironjaw,Terokkar Forest,Wolf,True,,
18680,Marticar,Zangarmarsh,Water Strider,True,,Exotic
18707,Torgos,Terokkar Forest,Carrion Bird,True,Torgos cannot be attacked or tamed until activated during the quest Torgos! / Torgos!. He can be tamed by other hunters once this happens.,
18739,Giraffe,Northern Barrens,Stag,,,
18880,Nether Ray,Netherstorm,Ray,,,
18883,Mana Snapper,Netherstorm,Serpent,,,
18884,Warp Chaser,Netherstorm,Warp Stalker,,,
18964,Injured Talbuk,Nagrand - Outland,Stag,,,
18982,Sable Jaguar,The Black Morass (Dungeon),Cat,,Located in The Black Morass (Dungeon).,
18983,Blackfang Tarantula,The Black Morass (Dungeon),Spider,,Located in The Black Morass (Dungeon).,
19055,Windroc Matriarch,Nagrand - Outland,Bird of Prey,True,"The Windroc Matriarch appears if you interact with a Mysterious Egg which can be found in a tree at approximate coordinates 61, 67 in Nagrand.",
19183,Clefthoof Calf,Nagrand - Outland,Clefthoof,,,Exotic
19189,Quillfang Skitterer,Hellfire Peninsula,Ravager,,,
19306,Mana Leech,Mana-Tombs (Dungeon),Serpent,,Located in Mana-Tombs (Dungeon).,
19349,Thornfang Ravager,Hellfire Peninsula,Ravager,,,
19350,Thornfang Venomspitter,Hellfire Peninsula,Ravager,,,
19423,Bleeding Hollow Worg,Hellfire Peninsula,Wolf,,,
19428,Cobalt Serpent,Sethekk Halls (Dungeon),Wind Serpent,,Located in Sethekk Halls (Dungeon).,
19429,Avian Darkhawk,Sethekk Halls (Dungeon),Bird of Prey,,Located in Sethekk Halls (Dungeon).,
19458,Ripp,Hellfire Peninsula,Wolf,True,,
19459,Feng,Hellfire Peninsula,Wolf,True,,
19632,Lykul Stinger,The Underbog (Dungeon),Wasp,,Located in The Underbog (Dungeon).,
19706,Marshrock Threshalisk,Zangarmarsh,Basilisk,,,
19729,Ironspine Threshalisk,Zangarmarsh,Basilisk,,,
19730,Ironspine Gazer,Zangarmarsh,Basilisk,,,
19784,Coilskar Cobra,Shadowmoon Valley - Outland,Serpent,,,
20038,Phoenix-Hawk Hatchling,Tempest Keep: The Eye (Raid),Dragonhawk,,Located in Tempest Keep: The Eye (Raid).,
20039,Phoenix-Hawk,Tempest Keep: The Eye (Raid),Dragonhawk,,Located in Tempest Keep: The Eye (Raid).,
20058,Bloodmaul Dire Wolf,Blade's Edge Mountains,Wolf,,,
20196,Bloodthirsty Marshfang,Zangarmarsh,Ray,,,
20197,Bogflare Needler,Zangarmarsh,Wasp,,,
20198,Fenglow Stinger,Zangarmarsh,Wasp,,,
20279,Ragestone Threshalisk,Zangarmarsh,Basilisk,,,
20280,Ragestone Trampler,Zangarmarsh,Basilisk,,,
20283,Marshrock Stomper,Zangarmarsh,Basilisk,,,
20324,Parched Hydra,Zangarmarsh,Hydra,,,
20330,Bloodmaul Battle Worg,Blade's Edge Mountains,Wolf,,,
20387,Young Sporebat,Zangarmarsh,Sporebat,,,
20502,Eclipsion Dragonhawk,Shadowmoon Valley - Outland,Dragonhawk,,,
20607,Craghide Basilisk,Netherstorm,Basilisk,,,
20610,Talbuk Doe,Netherstorm,Stag,,,
20611,Shimmerwing Moth,Netherstorm,Moth,,,
20634,Scythetooth Raptor,Netherstorm,Raptor,,,
20671,Ripfang Lynx,Netherstorm,Cat,,,
20673,Swiftwing Shredder,Netherstorm,Wind Serpent,,,
20682,Terokkarantula,Terokkar Forest,Spider,True,,
20714,Ridgespine Stalker,Blade's Edge Mountains,Spider,,,
20728,Bladespire Raptor,Blade's Edge Mountains,Raptor,,,
20729,Bladespire Ravager,Blade's Edge Mountains,Raptor,,,
20748,Thunderlord Dire Wolf,Blade's Edge Mountains,Wolf,,,
20749,Scalewing Serpent,Blade's Edge Mountains,Wind Serpent,,,
20751,Daggermaw Lashtail,Blade's Edge Mountains,Raptor,,,
20773,Barbscale Crocolisk,Netherstorm,Crocolisk,,,
20775,Markaru,Netherstorm,Hydra,True,,
20777,Talbuk Sire,Netherstorm,Stag,,,
20783,Porfus the Gem Gorger,Netherstorm,Basilisk,True,Random spawn from Ethereum Prisons.,
20797,Deviate Coiler Hatchling,Wailing Caverns (Dungeon),Wind Serpent,,Located outside the Wailing Caverns (Dungeon).,
20906,Phase-Hunter,The Arcatraz (Dungeon),Warp Stalker,,Located in The Arcatraz (Dungeon).,
20924,Grishnath Basilisk,Blade's Edge Mountains,Basilisk,,,
20925,Scalded Basilisk,Blade's Edge Mountains,Basilisk,,,
20931,Tyrantus,Netherstorm,Devilsaur,True,,Exotic
20932,Nuramoc,Netherstorm,Chimaera,True,,Exotic
20987,Ruuan Weald Basilisk,Blade's Edge Mountains,Basilisk,,,
20998,Ridgespine Horror,Blade's Edge Mountains,Spider,,,
21022,Grovestalker Lynx,Blade's Edge Mountains,Cat,,,
21033,Bladewing Bloodletter,Blade's Edge Mountains,Chimaera,,,Exotic
21042,Dire Raven,Blade's Edge Mountains,Bird of Prey,,,
21102,Uvuros,Shadowmoon Valley - Outland,Core Hound,True,,Exotic
21108,Spawn of Uvuros,Shadowmoon Valley - Outland,Core Hound,,,Exotic
21123,Felsworn Scalewing,Blade's Edge Mountains,Wind Serpent,,,
21124,Felsworn Daggermaw,Blade's Edge Mountains,Raptor,,,
21128,Coilfang Ray <Observer's Pet>,The Slave Pens (Dungeon),Ray,,"Located in The Slave Pens (Dungeon). Although this creature is labelled as an ""Observer's Pet"" it can be tamed.",
21195,Domesticated Felboar,Shadowmoon Valley - Outland,Boar,,,
21246,Serpentshrine Sporebat,Serpentshrine Cavern (Raid),Sporebat,,Located in Serpentshrine Cavern (Raid).,
21250,Pink Elekk,Blackrock Depths (Raid) (Tameable); Terokkar Forest (Not Tameable),Mammoth,,"Located in The Grim Guzzler, Blackrock Depths (Raid) (Tameable); Terokkar Forest (Not Tameable) . Seasonal: only tameable during Brewfest - check your in-game calendar for dates. Before you tame it, the Pink Elekk is only visible if you're drunk or wearing Synthebrew Goggles (available during Brewfest), but it remains visible to all once tamed. A Pink Elekk appears (if you're drunk) just inside the entrance of the Grim Guzzler bar in Blackrock Depths during Brewfest. You can get there super-fast if you have Direbrew's Remote. It does not appear in the 'Coren Direbrew' boss instance version of the bar. Pink Elekks with this ID also appear all year round at both Allerian Stronghold and Stonebreaker Hold in Terokkar Forest, Outland, but those are friendly and cannot be tamed.",
21306,Cursed Scarab,Hellfire Peninsula,Beetle,,"Spawns when the Horde quest ""Spinebreak Post"" is turned in, but despawns soon after. Can be tamed by anyone.",
21373,Silkwing,Blade's Edge Mountains,Moth,,These moths sometimes spawn from killing a Silkwing Larva.,
21381,Young Crust Burster,Blade's Edge Mountains,Worm,,,Exotic
21408,Felfire Diemetradon,Shadowmoon Valley - Outland,Lizard,,,
21423,Gore-Scythe Ravager,Blade's Edge Mountains,Ravager,,"Swarms of these creatures spawn and attack Toshley Station. You'll need to tame one quickly, before the guards kill it.",
21462,Greater Felfire Diemetradon,Shadowmoon Valley - Outland,Lizard,,,
21470,Angered Arakkoa Protector,Blade's Edge Mountains,Carrion Bird,,"Summoned during combat by Ruuan'ok Ravenguards, Lashh'an Wing Guards, and Vekh'nir Dreadhawks at the runed circles in Veil Ruuan, Veil Lashh, and Veil Vekh, respectively.",
21515,Trachela,Terokkar Forest,Carrion Bird,True,,
21723,Blackwind Sabercat,Terokkar Forest,Cat,,,
21724,Hawkbane,Terokkar Forest,Cat,True,,
21802,Elekk Demolisher,Shadowmoon Valley - Outland,Mammoth,,,
21804,Skettis Kaliri,Terokkar Forest,Bird of Prey,,,
21816,Ironspine Chomper,Terokkar Forest,Basilisk,,,
21839,Mature Silkwing,Blade's Edge Mountains,Moth,,,
21854,Ironspine Petrifier,Terokkar Forest,Basilisk,,,
21864,Scorchshell Pincer,Shadowmoon Valley - Outland,Scorpid,,,
21878,Felboar,Shadowmoon Valley - Outland,Boar,,,
21879,Vilewing Chimaera,Shadowmoon Valley - Outland,Chimaera,,,Exotic
21891,Avian Ripper,Sethekk Halls (Dungeon),Bird of Prey,,Located in Sethekk Halls (Dungeon).,
21897,Felspine the Greater,Shadowmoon Valley - Outland,Lizard,True,,
21901,Netherskate,Shadowmoon Valley - Outland,Ray,,,
21904,Avian Warhawk,Sethekk Halls (Dungeon),Bird of Prey,,Located in Sethekk Halls (Dungeon).,
21956,Rema <The Den Mother>,Blade's Edge Mountains,Wolf,True,,
22044,Cavern Crawler,Blade's Edge Mountains,Spider,,,
22052,Daggermaw Blackhide,Blade's Edge Mountains,Raptor,,,
22056,Coilfang Strider,Serpentshrine Cavern (Raid),Water Strider,,Located in Serpentshrine Cavern (Raid).,Exotic
22100,Scorpid Bonecrawler,Terokkar Forest,Scorpid,,,
22105,Decrepit Clefthoof,Terokkar Forest,Clefthoof,,,Exotic
22123,Rip-Blade Ravager,Blade's Edge Mountains,Ravager,,,
22132,Mature Cavern Crawler,Blade's Edge Mountains,Spider,,,
22180,Shard-Hide Boar,Blade's Edge Mountains,Boar,,,
22181,Aether Ray,Blade's Edge Mountains,Ray,,,
22255,Daggertail Lizard,Blade's Edge Mountains,Warp Stalker,,,
22265,Shadowwing Owl,Shadowmoon Valley - Outland,Bird of Prey,,,
22299,Spore Strider,The Underbog (Dungeon),Water Strider,,Located in The Underbog (Dungeon). Found in Heroic difficulty only. Several spawn as adds in The Black Stalker fight.,Exotic
22394,Deathshadow Hound,Nagrand - Outland,Hound,,,
22807,Lost Torranche,Terokkar Forest,Tallstrider,,,
22884,Leviathan,Black Temple (Raid),Hydra,,Located in Black Temple (Raid).,
22885,Dragon Turtle <Coilskar Harpooner's Pet>,Black Temple (Raid),Turtle,,Located in Black Temple (Raid).,
22946,Shadowmoon War Hound,Black Temple (Raid),Wolf,,"Located in Black Temple (Raid). Not to be confused with Shadowmoon Riding Hounds, which serve as mounts and cannot be tamed.",
22979,Wild Sparrowhawk,Nagrand - Outland,Bird of Prey,,Very difficult to tame as it drops aggro and flees. One way to maintain threat is to use Scare Beast on it and attempt to tame it while it's feared.,
23020,Shadow Serpent,Shadowmoon Valley - Outland,Serpent,,"Found along parts of the northernmost rim of the zone, including north of Coilskar Point, and a section north of the Altar of Sha'tar extending east to the Black Temple. Has a green-purple aura that is lost upon taming.",
23026,Twilight Serpent,Nagrand - Outland,Serpent,,,
23035,Anzu,Sethekk Halls (Dungeon),Bird of Prey,,"Located in Sethekk Halls (Dungeon). Found in Heroic mode only, Anzu is the second boss.",
23051,Monstrous Kaliri,Terokkar Forest,Bird of Prey,,,
23132,Brood of Anzu,Sethekk Halls (Dungeon),Bird of Prey,,Located in Sethekk Halls (Dungeon). Heroic only. Spawns during the fight with Anzu.,
23163,Gezzarak the Huntress,Terokkar Forest,Warp Stalker,True,Can be spawned through the repeatable quest Adversarial Blood in Skettis. Unlocking this quest requires completing most of the Skettis quest chain and farming for a number of summoning items.,
23204,Vakkiz the Windrager,Terokkar Forest,Wind Serpent,,"Can be spawned through the quest Adversarial Blood in Skettis. When he's first summoned, Vakkiz appears as a living wind serpent (with a different ID) who cannot be tamed. He transforms into his tameable, undead form half way through the fight. Unlocking this quest requires completing most of the Skettis quest chain and farming for a number of summoning items.",Undead
23206,Akkarai Hatchling,Terokkar Forest,Bird of Prey,,These kaliri are summoned by Darkscreecher Akkarai during combat. This NPC can be spawned through the repeatable quest Adversarial Blood in Skettis. Unlocking this quest requires completing most of the Skettis quest chain and farming for a number of summoning items.,
23219,Blackwind Warp Chaser,Terokkar Forest,Warp Stalker,,,
23232,Mutant War Hound,Black Temple (Raid),Wolf,,"Located in Halls of Anguish, Black Temple (Raid). Its green aura is lost upon taming.",
23326,Nethermine Ravager,Shadowmoon Valley - Outland,Ravager,,,
23501,Netherwing Ray,Shadowmoon Valley - Outland,Ray,,,
23584,Amani Bear,Zul'Aman (Dungeon),Bear,,Located in Zul'Aman (Dungeon).,
23598,Amani Dragonhawk Hatchling,Zul'Aman (Dungeon),Dragonhawk,,Located in Zul'Aman (Dungeon).,
23690,Shoveltusk,Howling Fjord,Oxen,,,
23691,Shoveltusk Stag,Howling Fjord,Oxen,,,
23693,Duskwing Eagle,Howling Fjord,Bird of Prey,,,
23740,Frosthorn Ram,Grizzly Hills; Howling Fjord,Gruffhorn,,,
23772,Spotted Hippogryph,Howling Fjord,Feathermane,,,Feathermane
23834,Amani Dragonhawk,Zul'Aman (Dungeon),Dragonhawk,,Located in Zul'Aman (Dungeon).,
23873,Goreclaw the Ravenous,Dustwallow Marsh,Raptor,True,,
23929,Giant Tidecrawler,Howling Fjord,Crab,,,
23930,Trained Plaguehound,Howling Fjord,Hound,,,
23939,Fiend,Howling Fjord,Hound,True,"Located outside, in the south-east corner of the area.",
23945,Fjord Crow,Howling Fjord,Bird of Prey,,,
23958,Riven Widow,Howling Fjord,Spider,,,
23959,Darkclaw Bat,Howling Fjord,Bat,,,
23994,Dragonflayer Hunting Hound,Howling Fjord,Hound,,,
24026,Fanggore Worg,Howling Fjord,Wolf,,,
24043,Amani Lynx,Zul'Aman (Dungeon),Cat,,Located in Zul'Aman (Dungeon).,
24047,Amani Crocolisk,Zul'Aman (Dungeon),Crocolisk,,Located in Zul'Aman (Dungeon).,
24064,Amani Lynx Cub,Zul'Aman (Dungeon),Cat,,Located in Zul'Aman (Dungeon).,
24076,Winterskorn Worg,Howling Fjord,Wolf,,,
24128,Wild Worg,Howling Fjord,Wolf,,,
24138,Tamed Amani Crocolisk,Zul'Aman (Dungeon),Crocolisk,,Located in Zul'Aman (Dungeon).,
24172,Daggercap Hawk,Howling Fjord,Bird of Prey,,,
24217,Amani Bear Mount,Zul'Aman (Dungeon),Bear,,Located in Zul'Aman (Dungeon).,
24287,Caldemere Snapper,Howling Fjord,Crab,,,
24338,Amani Snake,Zul'Aman (Dungeon),Serpent,,Located in Zul'Aman (Dungeon). Spawned by Snake Traps placed by Hex Lord Malacrass during combat.,
24475,Bloodthirsty Worg,Howling Fjord,Wolf,,,
24478,Fjord Crawler,Howling Fjord,Crab,,,
24514,Steelfeather,Howling Fjord,Feathermane,True,,Feathermane
24516,Bjomolf,Howling Fjord,Wolf,True,,
24517,Varg,Howling Fjord,Wolf,True,,
24530,Amani Elder Lynx,Zul'Aman (Dungeon),Cat,,Located in Zul'Aman (Dungeon).,
24547,Hozzer,Howling Fjord,Bear,True,"Found deep within the caverns under the small island of Garvan's Reef, in the south-west of the zone. The cavern entrance is at the north end of the island.",
24614,Wooly Mammoth,Borean Tundra,Mammoth,,,
24633,Rabid Brown Bear,Howling Fjord,Bear,,,
24673,Frostwing Chimaera,Howling Fjord,Chimaera,,,Exotic
24677,Spearfang Worg,Howling Fjord,Wolf,,,
24681,Island Shoveltusk,Howling Fjord,Oxen,,,
24740,Goodie <Elenna Edune's Pet>,Ashenvale,Tallstrider,True,,
24747,Fjord Hawk,Howling Fjord,Bird of Prey,,,
24761,Brightscale Wyrm,Magisters' Terrace (Dungeon),Serpent,,"Located in Halls of Theory, Magisters' Terrace (Dungeon).",
24787,Fjord Hawk Matriarch,Howling Fjord,Bird of Prey,,,
24791,Shoveltusk Calf,Howling Fjord,Oxen,,,
24863,Frosthorn Kid,Howling Fjord,Gruffhorn,,,
24901,Maddened Frosthorn,Howling Fjord; Grizzly Hills,Gruffhorn,,,
24917,Phase Wyrm,Blade's Edge Mountains,Serpent,,Phased. To see them you must pick up the daily quest Maintaining the Sunwell Portal and use the Bash'ir Phasing Device dropped by the ethereals in the area.,
24922,Razorthorn Ravager,Terokkar Forest,Ravager,,,
25355,Beryl Hound,Borean Tundra,Hound,,,
25362,Warsong Swine,Borean Tundra,Boar,,,
25452,Scourged Mammoth,Borean Tundra,Mammoth,,,
25454,Tundra Crawler,Borean Tundra,Worm,,,Exotic
25464,Bloodspore Moth,Borean Tundra,Moth,,,
25481,Landing Crawler,Borean Tundra,Crab,,,
25482,Sand Turtle,Borean Tundra,Turtle,,,
25487,Wooly Rhino Matriarch,Borean Tundra,Clefthoof,,,Exotic
25488,Wooly Rhino Calf,Borean Tundra,Clefthoof,,,Exotic
25489,Wooly Rhino Bull,Borean Tundra,Clefthoof,,,Exotic
25498,Aspatha the Broodmother,Borean Tundra,Moth,True,,
25675,Tundra Wolf,Borean Tundra,Wolf,,,
25680,Marsh Caribou,Borean Tundra,Stag,,,
25711,Spirit of the North,Borean Tundra,Serpent,,,
25718,Coldarra Mage Slayer,Borean Tundra,Hound,,,
25721,Arcane Serpent,Borean Tundra,Serpent,,,
25743,Wooly Mammoth Bull,Borean Tundra,Mammoth,,,
25748,Oil-covered Hawk,Borean Tundra,Bird of Prey,,This hawk loses its coating of black oil upon taming.,
25750,Oil-soaked Caribou,Borean Tundra,Stag,,This stag loses its coating of black oil upon taming.,
25774,Rockfang <The Den Mother>,Borean Tundra,Wolf,True,,
25791,Oil-stained Wolf,Borean Tundra,Wolf,,This wolf loses its coating of black oil upon taming.,
25817,Oiled Fledgeling,Borean Tundra,Bird of Prey,,This hawk loses its coating of black oil upon taming.,
25867,Sunblade Dragonhawk,Sunwell Plateau (Raid),Dragonhawk,,Located in Sunwell Plateau (Raid).,
26174,Carrion Condor,Borean Tundra,Carrion Bird,,,
26271,Emaciated Mammoth Bull,Dragonblight; Hour of Twilight (Dungeon),Mammoth,,"Located in The Dragon Wastes, Dragonblight; Hour of Twilight (Dungeon). These mammoths can be found wandering the area, often in family groups.",
26272,Emaciated Mammoth,Dragonblight; Hour of Twilight (Dungeon),Mammoth,,"Located in The Dragon Wastes, Dragonblight; Hour of Twilight (Dungeon). These mammoths can be found wandering the area, often in family groups.",
26273,Emaciated Mammoth Calf,Dragonblight; Hour of Twilight (Dungeon),Mammoth,,"Located in The Dragon Wastes, Dragonblight; Hour of Twilight (Dungeon). These mammoths can be found wandering the area, usually in family groups.",
26281,Moonrest Stalker,Dragonblight,Hound,,,
26293,Hulking Jormungar,Dragonblight; Hour of Twilight (Dungeon),Worm,,Located in Dragonblight; Hour of Twilight (Dungeon).,Exotic
26322,Arcane Wyrm,Dragonblight,Serpent,,,
26358,Ice Heart Jormungar Feeder,Dragonblight,Worm,,,Exotic
26359,Ice Heart Jormungar Spawn,Dragonblight,Worm,,,Exotic
26360,Rattlebore,Dragonblight,Worm,True,Found deep within caverns under the glacier on the northern edge of the zone. The entrance is on the west side of the main pass into Crystalsong Forest (The Crystal Vice).,Exotic
26363,Tallhorn Stag,Grizzly Hills,Stag,,,
26369,Imperial Eagle,Grizzly Hills,Bird of Prey,,,
26418,Longhoof Grazer,Grizzly Hills,Oxen,,,
26426,Arctic Ram,Dragonblight,Gruffhorn,,,
26446,Ice Serpent,Grizzly Hills,Wind Serpent,,,
26472,Highland Mustang,Grizzly Hills,Courser,,,
26482,Arctic Grizzly,Dragonblight,Bear,,,
26483,Dragonbone Condor,Dragonblight; Hour of Twilight (Dungeon),Carrion Bird,,Located in Dragonblight; Hour of Twilight (Dungeon).,
26521,Kili'ua,Dragonblight,Crab,True,,
26592,Graymist Hunter,Grizzly Hills,Wolf,,,
26615,Snowfall Elk,Dragonblight,Stag,,,
26616,Blighted Elk,Dragonblight,Stag,,,
26622,Drakkari Bat,Drak'Tharon Keep (Dungeon),Bat,,Located in Drak'Tharon Keep (Dungeon).,
26625,Darkweb Recluse,Drak'Tharon Keep (Dungeon),Spider,,Located in Drak'Tharon Keep (Dungeon).,
26628,Drakkari Scytheclaw,Drak'Tharon Keep (Dungeon),Raptor,,Located in Drak'Tharon Keep (Dungeon).,
26641,Drakkari Gutripper,Drak'Tharon Keep (Dungeon),Raptor,,Located in Drak'Tharon Keep (Dungeon).,
26643,Rabid Grizzly,Dragonblight,Bear,,,
26644,Ursus Mauler,Grizzly Hills,Bear,,,
26672,Bloodthirsty Tundra Wolf,Utgarde Pinnacle (Dungeon),Wolf,,Located in Utgarde Pinnacle (Dungeon).,
26706,Infected Grizzly Bear,Grizzly Hills,Bear,,,
26711,Injured Mammoth,Dragonblight,Mammoth,,,
26730,Mage Slayer,The Nexus (Dungeon),Hound,,Located in The Nexus (Dungeon).,
26806,Guardian Serpent,Grizzly Hills,Wind Serpent,,,
26824,Drakkari Raptor Mount,Drak'Tharon Keep (Dungeon),Raptor,,Located in Drak'Tharon Keep (Dungeon).,
26838,Dreadtalon,Dragonblight,Carrion Bird,True,,
27131,Grizzly Bear,Grizzly Hills,Bear,,,
27230,Silvercoat Stag,Grizzly Hills,Stag,,,
27244,Emerald Skytalon,Dragonblight,Bird of Prey,,,
27249,Alystros the Verdant Keeper,Dragonblight,Bird of Prey,True,"Found in the south-east corner of the shrine. Alystros can only be attacked when activated, which seems to require someone who has the quest The Plume of Alystros.",
27294,Tundra Scavenger,Dragonblight,Hyena,,,
27329,Onslaught Bloodhound,Dragonblight,Hound,,,
27408,Duskhowl Prowler,Grizzly Hills,Wolf,,,
27421,Fern Feeder Moth,Grizzly Hills,Moth,,These moths do not keep their yellow 'butterfly aura' after they are tamed.,
27483,King Dred,Drak'Tharon Keep (Dungeon),Devilsaur,True,"Located in Raptor Pens, Drak'Tharon Keep (Dungeon).",Exotic
27523,Grizzlesnout,Grizzly Hills,Wolf,True,,
27578,Goremaw,Grizzly Hills,Wolf,True,"Found in the stables of Shadowfang Tower, which can be accessed from the outside, on the west side of the tower. Shadowfang Tower is on Bloodmoon Isle, in the north-east of the zone.",
27626,Tatjana's Horse,Grizzly Hills,Courser,,Found just north of Camp Oneqwah. You can tame Tajana's horse right out from under her!,
27642,Phantasmal Mammoth,The Oculus (Dungeon),Mammoth,,"Located in The Oculus (Dungeon). Tameable in Normal Mode only (for some reason). This mammoth can appear in a pack of phantasmal creatures that are summoned by Mage-Lord Urom when you confront him. Prior to combat you confront Urom three times, on three different platforms, and on each he'll summon one pack of phantasmal NPCs: beasts, elementals, or humanoids. The mammoth appears when he summons beasts.",
28001,Dreadsaber,Sholazar Basin,Cat,,,
28002,Mangal Crocolisk,Sholazar Basin,Crocolisk,,,
28003,Bittertide Hydra,Sholazar Basin,Hydra,,,
28004,Goretalon Roc,Sholazar Basin,Bird of Prey,,,
28009,Shardhorn Rhino,Sholazar Basin,Clefthoof,,,Exotic
28011,Emperor Cobra,Sholazar Basin,Serpent,,,
28085,Sapphire Hive Drone,Sholazar Basin,Wasp,,,
28086,Sapphire Hive Wasp,Sholazar Basin,Wasp,,,
28087,Sapphire Hive Queen,Sholazar Basin,Wasp,,,
28096,Hardknuckle Charger,Sholazar Basin,Gorilla,,,
28097,Pitch,Sholazar Basin,Cat,True,,
28098,Hardknuckle Forager,Sholazar Basin,Gorilla,,,
28129,Longneck Grazer,Sholazar Basin,Stag,,,
28145,Lurking Basilisk,Zul'Drak,Basilisk,,,
28203,Gorged Lurking Basilisk,Zul'Drak,Basilisk,,,
28207,Cerberon,Sholazar Basin,Hound,True,,Undead
28211,Glonn,Sholazar Basin,Hound,True,,Undead
28213,Hardknuckle Matriarch,Sholazar Basin,Gorilla,True,"This gorilla is summoned during the quest ""Tormenting the Softknuckles"".",
28221,Trapdoor Crawler,Zul'Drak,Spider,,,
28233,Zul'Drak Bat,Zul'Drak,Bat,,,
28288,Farunn,Sholazar Basin,Clefthoof,True,,Exotic
